gene	origin_window	deepest_ortholog_species	deepest_clade	n_species_with_ortholog	invertebrate_ortholog	cyclostome_ortholog	gnathostome_ortholog	in_scerevisiae	in_celegans	in_dmelanogaster	in_cintestinalis	in_csavignyi	in_eburgeri	in_pmarinus	in_cmilii	in_lchalumnae	in_drerio	in_xtropicalis	in_ggallus	in_mmusculus	dup_class4	provenance	arrangement	TF_subfamily	cluster_id
ZMAT4	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	1	0	0	1	1	0	1	0	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF107	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	1	1	0	1	1	1	1	1	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0026
ZNF117	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF121	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF131	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF134	R1_to_R2	eburgeri	Cyclostomata	5	False	True	True	0	0	0	0	0	1	1	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF138	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0026
ZNF142	R1_to_R2	pmarinus	Cyclostomata	7	False	True	True	0	0	0	0	0	0	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF143	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF146	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF148	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF16	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF165	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0065
ZNF174	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0061
ZNF200	before_R1	celegans	Protostomia	4	True	False	True	0	1	1	0	0	0	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF207	before_R1	celegans	Protostomia	10	True	True	True	0	1	0	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF217	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0021
ZNF219	before_R1	celegans	Protostomia	5	True	False	True	0	1	1	1	0	0	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF22	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	1	1	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF232	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF236	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	0	1	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0014
ZNF239	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF24	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0062
ZNF260	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF275	R1_to_R2	eburgeri	Cyclostomata	2	False	True	True	0	0	0	0	0	1	0	0	0	1	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF276	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF277	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	0	1	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF; BED ZF	
ZNF280A	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0022
ZNF280B	R1_to_R2	pmarinus	Cyclostomata	2	False	True	True	0	0	0	0	0	0	1	0	0	0	0	0	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0022
ZNF280C	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF280D	after_R2	ggallus	Aves	2	False	False	True	0	0	0	0	0	0	0	0	0	0	0	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF281	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	0	1	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF292	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF296	after_R2	drerio	Actinopterygii	2	False	False	True	0	0	0	0	0	0	0	0	0	1	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF318	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF319	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF32	R1_to_R2	eburgeri	Cyclostomata	2	False	True	True	0	0	0	0	0	1	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF322	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF326	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF329	before_R1	dmelanogaster	Protostomia	2	True	False	True	0	0	1	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF335	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	0	1	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF341	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF345	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF346	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF35	before_R1	dmelanogaster	Protostomia	2	True	False	True	0	0	1	0	0	0	0	0	0	0	0	0	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0023
ZNF358	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF362	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF365	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF366	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF367	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF384	before_R1	cintestinalis	Tunicata	5	True	False	True	0	0	0	1	0	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF385A	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	1	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF385B	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF385C	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	1	1	0	1	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF385D	before_R1	dmelanogaster	Protostomia	4	True	False	True	0	0	1	1	0	0	0	0	0	1	1	0	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF391	R1_to_R2	eburgeri	Cyclostomata	3	False	True	True	0	0	0	0	0	1	0	1	0	0	0	1	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF395	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF396	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0062
ZNF397	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0062
ZNF407	before_R1	csavignyi	Tunicata	8	True	True	True	0	0	0	0	1	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF408	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	0	1	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF410	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF414	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF415	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF423	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF428	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0018
ZNF438	before_R1	celegans	Protostomia	6	True	False	True	0	1	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF444	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	1	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF449	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF451	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	1	0	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF462	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF467	after_R2	ggallus	Aves	2	False	False	True	0	0	0	0	0	0	0	0	0	0	0	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF469	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	0	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0012
ZNF474	before_R1	celegans	Protostomia	4	True	False	True	0	1	1	1	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF48	before_R1	dmelanogaster	Protostomia	5	True	False	True	0	0	1	1	0	0	0	1	0	1	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0010
ZNF488	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	0	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF491	before_R1	dmelanogaster	Protostomia	2	True	False	True	0	0	1	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF493	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF497	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	1	0	1	0	1	0	1	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0020
ZNF501	R1_to_R2	eburgeri	Cyclostomata	3	False	True	True	0	0	0	0	0	1	0	1	0	0	0	1	0	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0023
ZNF502	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0023
ZNF503	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF507	R1_to_R2	pmarinus	Cyclostomata	6	False	True	True	0	0	0	0	0	0	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0017
ZNF511	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF512	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	0	0	0	1	1	1	1	0	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF; BED ZF	
ZNF512B	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF513	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	0	0	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF516	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	0	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0014
ZNF518A	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	0	0	0	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF518B	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	0	0	1	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF521	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF524	after_R2	xtropicalis	Amphibia	2	False	False	True	0	0	0	0	0	0	0	0	0	0	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF; AT hook	
ZNF526	after_R2	drerio	Actinopterygii	3	False	False	True	0	0	0	0	0	0	0	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF532	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF536	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0017
ZNF541	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF; Myb/SANT	
ZNF572	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF574	before_R1	dmelanogaster	Protostomia	5	True	False	True	0	0	1	0	0	0	0	0	1	1	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF575	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF576	before_R1	celegans	Protostomia	4	True	True	True	0	1	1	0	0	0	1	0	0	1	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0018
ZNF579	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0019
ZNF580	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0019
ZNF581	after_R2	xtropicalis	Amphibia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	1	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0019
ZNF592	after_R2	drerio	Actinopterygii	4	False	False	True	0	0	0	0	0	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF594	before_R1	dmelanogaster	Protostomia	2	True	False	True	0	0	1	0	0	0	0	0	0	1	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF598	before_R1	scerevisiae	Fungi	10	True	True	True	1	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF600	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF608	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	1	1	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF609	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF618	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF619	before_R1	dmelanogaster	Protostomia	1	True	False	False	0	0	1	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF623	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF625	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0015
ZNF628	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	0	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF629	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF639	before_R1	dmelanogaster	Protostomia	5	True	False	True	0	0	1	0	0	0	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF644	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF645	before_R1	dmelanogaster	Protostomia	6	True	True	True	0	0	1	0	0	0	1	1	0	1	1	1	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF646	after_R2	xtropicalis	Amphibia	3	False	False	True	0	0	0	0	0	0	0	0	0	0	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0011
ZNF648	before_R1	dmelanogaster	Protostomia	3	True	False	True	0	0	1	0	0	0	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF652	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	0	0	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF653	R1_to_R2	eburgeri	Cyclostomata	5	False	True	True	0	0	0	0	0	1	1	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF; AT hook	
ZNF654	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF655	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF660	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0023
ZNF664	before_R1	dmelanogaster	Protostomia	3	True	False	True	0	0	1	0	1	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF668	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0011
ZNF672	before_R1	csavignyi	Tunicata	5	True	False	True	0	0	0	0	1	0	0	1	0	0	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0006
ZNF678	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF683	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF687	before_R1	cintestinalis	Tunicata	5	True	False	True	0	0	0	1	0	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF691	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF692	R1_to_R2	eburgeri	Cyclostomata	4	False	True	True	0	0	0	0	0	1	0	0	0	0	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0006
ZNF696	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0028
ZNF697	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF70	before_R1	dmelanogaster	Protostomia	1	True	False	False	0	0	1	0	0	0	0	0	0	0	0	0	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF703	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	1	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF704	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF706	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF71	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF710	before_R1	dmelanogaster	Protostomia	4	True	False	True	0	0	1	0	0	0	0	0	0	1	1	1	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF711	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF721	before_R1	dmelanogaster	Protostomia	4	True	True	True	0	0	1	0	1	1	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF740	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	0	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF750	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF76	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF768	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF770	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	0	0	1	1	0	0	1	0	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF771	before_R1	cintestinalis	Tunicata	5	True	True	True	0	0	0	1	0	1	0	0	0	1	1	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0010
ZNF774	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZNF775	before_R1	dmelanogaster	Protostomia	6	True	True	True	0	0	1	0	1	1	0	0	0	0	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0027
ZNF784	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0019
ZNF787	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF80	before_R1	dmelanogaster	Protostomia	1	True	False	False	0	0	1	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF800	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	0	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF804A	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF804B	after_R2	drerio	Actinopterygii	4	False	False	True	0	0	0	0	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZNF821	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	0	0	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
